Timestamp,Object,Confidence Score,Frame Read Time,Inference Time,Postprocess Time
2023-12-12 17:44:15,motorcycle,0.523,0.028997,0.11103,0.015991
2023-12-12 17:44:15,motorcycle,0.262,0.028997,0.11103,0.015991
2023-12-12 17:44:15,person,0.199,0.028997,0.11103,0.015991
2023-12-12 17:44:15,person,0.199,0.028997,0.11103,0.015991
2023-12-12 17:44:15,truck,0.547,0.026343,0.107697,0.021621
2023-12-12 17:44:15,motorcycle,0.523,0.026343,0.107697,0.021621
2023-12-12 17:44:15,truck,0.344,0.026343,0.107697,0.021621
2023-12-12 17:44:15,motorcycle,0.301,0.026343,0.107697,0.021621
2023-12-12 17:44:15,person,0.168,0.026343,0.107697,0.021621
2023-12-12 17:44:15,truck,0.156,0.026343,0.107697,0.021621
2023-12-12 17:44:15,truck,0.523,0.033662,0.095419,0.010483
2023-12-12 17:44:15,motorcycle,0.5,0.033662,0.095419,0.010483
2023-12-12 17:44:15,motorcycle,0.281,0.033662,0.095419,0.010483
2023-12-12 17:44:15,person,0.168,0.033662,0.095419,0.010483
2023-12-12 17:44:15,person,0.156,0.033662,0.095419,0.010483
2023-12-12 17:44:15,truck,0.523,0.024339,0.090225,0.007257
2023-12-12 17:44:15,motorcycle,0.5,0.024339,0.090225,0.007257
2023-12-12 17:44:15,motorcycle,0.301,0.024339,0.090225,0.007257
2023-12-12 17:44:15,person,0.184,0.024339,0.090225,0.007257
2023-12-12 17:44:15,person,0.156,0.024339,0.090225,0.007257
2023-12-12 17:44:16,truck,0.57,0.026025,0.086312,0.00308
2023-12-12 17:44:16,motorcycle,0.523,0.026025,0.086312,0.00308
2023-12-12 17:44:16,motorcycle,0.344,0.026025,0.086312,0.00308
2023-12-12 17:44:16,person,0.156,0.026025,0.086312,0.00308
2023-12-12 17:44:16,truck,0.5,0.016273,0.087679,0.006047
2023-12-12 17:44:16,motorcycle,0.477,0.016273,0.087679,0.006047
2023-12-12 17:44:16,motorcycle,0.246,0.016273,0.087679,0.006047
2023-12-12 17:44:16,person,0.168,0.016273,0.087679,0.006047
2023-12-12 17:44:16,truck,0.5,0.020834,0.08657,0.004275
2023-12-12 17:44:16,motorcycle,0.477,0.020834,0.08657,0.004275
2023-12-12 17:44:16,motorcycle,0.262,0.020834,0.08657,0.004275
2023-12-12 17:44:16,person,0.168,0.020834,0.08657,0.004275
2023-12-12 17:44:16,truck,0.156,0.020834,0.08657,0.004275
2023-12-12 17:44:16,truck,0.523,0.030947,0.105234,0.02039
2023-12-12 17:44:16,motorcycle,0.477,0.030947,0.105234,0.02039
2023-12-12 17:44:16,motorcycle,0.344,0.030947,0.105234,0.02039
2023-12-12 17:44:16,person,0.168,0.030947,0.105234,0.02039
2023-12-12 17:44:16,truck,0.156,0.030947,0.105234,0.02039
2023-12-12 17:44:16,truck,0.547,0.021963,0.093291,0.012013
2023-12-12 17:44:16,motorcycle,0.477,0.021963,0.093291,0.012013
2023-12-12 17:44:16,motorcycle,0.301,0.021963,0.093291,0.012013
2023-12-12 17:44:16,person,0.184,0.021963,0.093291,0.012013
2023-12-12 17:44:16,truck,0.156,0.021963,0.093291,0.012013
2023-12-12 17:44:16,person,0.5,0.031176,0.078867,0.011648
2023-12-12 17:44:16,truck,0.477,0.031176,0.078867,0.011648
2023-12-12 17:44:16,motorcycle,0.363,0.031176,0.078867,0.011648
2023-12-12 17:44:16,truck,0.23,0.031176,0.078867,0.011648
2023-12-12 17:44:16,person,0.184,0.031176,0.078867,0.011648
2023-12-12 17:44:16,truck,0.547,0.025464,0.080351,0.034452
2023-12-12 17:44:16,person,0.523,0.025464,0.080351,0.034452
2023-12-12 17:44:16,motorcycle,0.363,0.025464,0.080351,0.034452
2023-12-12 17:44:16,truck,0.211,0.025464,0.080351,0.034452
2023-12-12 17:44:16,person,0.156,0.025464,0.080351,0.034452
2023-12-12 17:44:16,truck,0.547,0.018038,0.100147,0.006077
2023-12-12 17:44:16,motorcycle,0.5,0.018038,0.100147,0.006077
2023-12-12 17:44:16,motorcycle,0.406,0.018038,0.100147,0.006077
2023-12-12 17:44:16,truck,0.199,0.018038,0.100147,0.006077
2023-12-12 17:44:16,person,0.168,0.018038,0.100147,0.006077
2023-12-12 17:44:17,truck,0.547,0.032899,0.079612,0.009082
2023-12-12 17:44:17,motorcycle,0.5,0.032899,0.079612,0.009082
2023-12-12 17:44:17,motorcycle,0.344,0.032899,0.079612,0.009082
2023-12-12 17:44:17,truck,0.246,0.032899,0.079612,0.009082
2023-12-12 17:44:17,person,0.199,0.032899,0.079612,0.009082
2023-12-12 17:44:17,person,0.523,0.019028,0.098251,0.020444
2023-12-12 17:44:17,truck,0.5,0.019028,0.098251,0.020444
2023-12-12 17:44:17,motorcycle,0.301,0.019028,0.098251,0.020444
2023-12-12 17:44:17,truck,0.184,0.019028,0.098251,0.020444
2023-12-12 17:44:17,person,0.523,0.0291,0.087354,0.019421
2023-12-12 17:44:17,truck,0.5,0.0291,0.087354,0.019421
2023-12-12 17:44:17,motorcycle,0.363,0.0291,0.087354,0.019421
2023-12-12 17:44:17,truck,0.199,0.0291,0.087354,0.019421
2023-12-12 17:44:17,motorcycle,0.5,0.023095,0.083709,0.007485
2023-12-12 17:44:17,truck,0.477,0.023095,0.083709,0.007485
2023-12-12 17:44:17,motorcycle,0.344,0.023095,0.083709,0.007485
2023-12-12 17:44:17,person,0.199,0.023095,0.083709,0.007485
2023-12-12 17:44:17,truck,0.168,0.023095,0.083709,0.007485
2023-12-12 17:44:17,motorcycle,0.523,0.021844,0.086464,0.011426
2023-12-12 17:44:17,truck,0.5,0.021844,0.086464,0.011426
2023-12-12 17:44:17,motorcycle,0.32,0.021844,0.086464,0.011426
2023-12-12 17:44:17,truck,0.184,0.021844,0.086464,0.011426
2023-12-12 17:44:17,person,0.184,0.021844,0.086464,0.011426
